id,submitted_at,age_group,gender,occupation,region,drives_weekly,drinking_freq,fav_alcohols_arr,nonalc_freq,health_reasons_arr,purchase_intent,price_band,satisfaction_int,free_comment,positive_point,negative_feedback,scene,positive_point_category,positive_point_confidence,negative_feedback_category,negative_feedback_confidence
453,2025-07-07 09:58:54,20s,female,company_employee,kinki,False,weekly,['beer' 'wine'],weekly,['low_sugar' 'fitness'],def_buy,200_249,1,味は良かったのですが、全体的に糖質が高すぎると感じました。健康や筋トレを意識している身としては、もう少し低糖質のラインナップがあると嬉しいです。パーティーシーンで楽しめる価格帯ではありますが、このままでは購入は難しいです。,味が良い,糖質が高すぎる点が課題,パーティー,Flavor,1.0,CaloriesCarbs,0.99
454,2025-07-07 07:02:20,30s,female,student,kanto,True,weekly,['highball'],sometimes,['low_cal'],def_buy,200_249,3,運動後の水分補給として低カロリーなのが嬉しいポイントで、すっきりとした後味が汗をかいた後の喉を潤してくれました。価格がもう少し手頃になれば、週末のジョギング後に定期的に購入したいと思えるクラフトビールです。,低カロリーで後味がすっきり,価格を手頃にすれば定期購入を検討できる,運動後,CaloriesCarbs,0.6,PriceValue,0.99
455,2025-07-06 10:56:00,30s,female,company_employee,chubu,True,monthly,['chuhai'],weekly,['low_cal' 'liver_care'],unsure,200_249,5,炭酸控えめだともっと良かったけど、後味の爽やかさが最高！夕方のリラックスタイムにぴったりで、肝臓ケアしながらも満足感あるのが嬉しい♪,後味の爽やかさが最高,炭酸の強さを抑えることが望ましい,夕方,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,0.99
456,2025-07-07 14:37:08,30s,male,company_employee,hokkaido_to_hoku,True,daily,['sake' 'beer' 'shochu'],first_time,['none'],unsure,200_249,5,香りが素晴らしくて仕事の合間に楽しむのにぴったり、もう少し苦みが抑えめだったら完璧なのに！,香りが素晴らしい,苦味を抑えめにすれば完璧,仕事の合間,Aroma,1.0,Flavor,0.99
457,2025-07-07 01:03:50,20s,female,student,kanto,True,weekly,['sake' 'beer'],sometimes,['none'],maybe,250_299,4,仕事の合間に飲むのにちょうどいい、後味がスッキリしていて美味しかったです。もう少し苦みが控えめだとさらに好みかも。,後味がスッキリしていて美味しかった,苦味を抑えると好みになる可能性がある,仕事の合間,DrinkabilityAftertaste,0.99,Flavor,0.99
458,2025-07-06 15:46:00,30s,male,student,kanto,False,weekly,['beer'],sometimes,['low_sugar'],maybe,under199,5,風呂上がりに飲みたい最高の一杯！後味の爽快感がたまらなく、糖質制限中の自分にとって罪悪感なく楽しめる理想的なクラフトビールです。この味わいでこの価格なら定期的に買いたいですね。,後味の爽快感がたまらない,,風呂上がり,DrinkabilityAftertaste,0.99,None,1.0
459,2025-07-07 09:44:09,20s,female,self_employed,kanto,False,weekly,['beer'],first_time,['low_carb' 'liver_care'],unsure,250_299,4,香りが特に素晴らしく、夕方にリラックスして楽しむのに最適なクラフトビールでした。もう少し苦味が強ければ個人的には完璧だったかもしれませんが、全体的には満足のいく味わいでした。低糖質で肝臓にも配慮されている点も嬉しいポイントです。,香りが特に素晴らしい,苦味をもう少し強くすれば完璧になると考えます,夕方,Aroma,1.0,Flavor,0.99
460,2025-07-07 08:40:46,20s,male,company_employee,kanto,False,monthly,['beer' 'wine'],weekly,['low_cal' 'fitness'],unsure,200_249,2,クラフトビールの種類は豊富で味わいも良かったのですが、全体的に炭酸が弱く感じられて少し物足りなさがありました。夕食と合わせて楽しむには、もう少し炭酸がしっかりしているとより満足度が高まると思います。,種類が豊富で味わいが良い,炭酸が弱く満足度が低い,夕食,Flavor,0.99,MouthfeelCarbonation,0.99
461,2025-07-06 23:01:30,20s,male,company_employee,kanto,False,weekly,['beer' 'highball' 'cocktail'],first_time,['low_sugar'],maybe,300_349,4,運転時でも楽しめるノンアルなのに本格的な味わいで満足、もう少し苦味が効いてたら完璧だけど、この価格なら十分アリ！,本格的な味わいで満足,苦味をもう少し強くすれば完璧,運転時,Flavor,0.99,Flavor,0.99
462,2025-07-07 06:53:48,50s,male,company_employee,kinki,False,weekly,['highball' 'none'],first_time,['none'],def_buy,250_299,5,夕食に最高の相棒！もう少し炭酸強めだったら完璧なのに、この味わいは絶対買いです！,味わいが最高,炭酸をもう少し強めにしてほしい,夕食,Flavor,1.0,MouthfeelCarbonation,1.0
463,2025-07-07 02:48:45,20s,female,other,kanto,False,never,['beer' 'chuhai' 'shochu'],first_time,['none'],no,200_249,5,普段お酒飲まないけど、このノンアルクラフトビールの味わい深さに感動！夕方リラックスタイムにぴったりで、ほんのり苦みが少なければもっと最高だな♪,味わい深さに感動,苦味が少ないとさらに満足度が向上する,リラックスタイム,Flavor,0.99,Flavor,0.99
464,2025-07-07 03:57:42,50s,female,company_employee,kanto,True,weekly,['sake'],first_time,['low_sugar' 'low_carb'],unsure,200_249,4,仕事の合間にリフレッシュできる低カロリーのノンアルコールビールは嬉しい発見でした。普段は日本酒を好みますが、運転や糖質制限の日にも気軽に楽しめそうです。価格が200円台なら時々購入を検討したいと思います。,低カロリーでリフレッシュできる,価格がもう少し安いと購入しやすい,仕事の合間,CaloriesCarbs,0.95,PriceValue,0.99
465,2025-07-06 14:02:03,u19,male,student,kanto,True,monthly,['beer' 'wine' 'chuhai'],sometimes,['low_cal' 'doctor_advice'],def_buy,250_299,4,仕事の合間に飲むのにちょうど良い味わいで満足しました。炭酸がもう少し強いと個人的には嬉しいですが、カロリー控えめなのも魅力的です。この価格帯なら定期的に購入したいと思います。,仕事の合間にちょうど良い味わい,炭酸の強さを増すことが望ましい,仕事の合間,Flavor,0.99,MouthfeelCarbonation,1.0
466,2025-07-06 19:36:18,40s,female,other,kanto,True,weekly,['cocktail'],sometimes,['low_carb'],unsure,300_349,5,お風呂上がりにぴったりの爽快感があり、低カロリーなのに満足度の高い味わいでした。糖質制限中でも罪悪感なく楽しめるのが嬉しいポイントで、カクテル好きの私でもこのクラフトビールは特別な一杯になりそうです。もう少し苦味が強ければ個人的には完璧かなと思いますが、このままでも十分美味しいです。,低カロリーで満足度が高い味わい,苦味が不足している点が課題です,お風呂上がり,CaloriesCarbs,0.95,Flavor,1.0
467,2025-07-07 04:42:41,50s,female,company_employee,kanto,False,daily,['beer'],sometimes,['doctor_advice'],maybe,200_249,5,仕事の合間に飲むのにぴったり！苦味がもう少し欲しいけど、このクラフトビールの味わいは格別で、ほんと心から満足できました！,味わいが格別,苦味の強さが不足している,仕事の合間,Flavor,0.99,Flavor,0.99
468,2025-07-06 13:54:07,40s,male,company_employee,chugoku_shikoku,False,daily,['wine' 'beer'],sometimes,['none'],maybe,under199,5,香りと味わいのバランス最高！もう少し炭酸強めだとディナーにもっと合いそう！,香りと味わいのバランスが最高,炭酸の強さを増やすとディナーに適合する,ディナー,Flavor,0.9,MouthfeelCarbonation,0.95
469,2025-07-07 12:39:04,50s,male,company_employee,kanto,False,weekly,['highball' 'cocktail' 'chuhai'],sometimes,['none'],unsure,200_249,5,香りの豊かさに感動！夕方のリラックスタイムにぴったりの味わい深さで、ハイボールやカクテル好きの私も大満足でした、炭酸がもう少し控えめだとさらに良いかも。,香りが豊かで味わい深い,炭酸の強さを抑えると更に好ましい,夕方,Flavor,0.9,MouthfeelCarbonation,1.0
470,2025-07-07 11:28:06,40s,male,student,kanto,True,monthly,['beer'],first_time,['doctor_advice' 'low_carb'],maybe,200_249,4,クラフトビールの後味が良く、BBQのときに飲みたいと思いました。炭酸がもう少し強いと完璧かなと感じましたが、全体的には満足です。健康のことを考えると低糖質なのも嬉しいポイントです。,後味が良い,炭酸の強さを向上させると更に満足できる,BBQ,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,1.0
471,2025-07-06 16:04:02,20s,female,company_employee,kanto,False,weekly,['none'],sometimes,['none'],def_buy,200_249,3,香りは良かったのですが、もう少し炭酸が強ければより楽しめたと思います。ランチ休憩時に気軽に飲めるノンアルコールビールとしては、この価格帯でも購入したいと感じました。,価格帯でも購入したい,炭酸の強さを増すことが望ましい,ランチ,PriceValue,0.99,MouthfeelCarbonation,1.0
472,2025-07-07 15:48:58,u19,female,company_employee,kanto,False,weekly,['beer'],weekly,['none'],maybe,200_249,4,夕方のリラックスタイムにぴったりの味わい深いクラフトビールでした。炭酸がもう少し強めだとさらに爽快感が増して完璧だと思いますが、全体的には満足度の高い一品で、200円台前半なら定期的に購入したいと思える品質でした。,味わい深く満足度が高い,炭酸強度を高めることで爽快感が向上し製品が完璧になると考えられます,夕方,Flavor,0.96,MouthfeelCarbonation,0.99
473,2025-07-07 18:27:13,30s,female,other,chugoku_shikoku,False,weekly,['cocktail' 'beer' 'none'],first_time,['low_sugar'],no,200_249,5,お風呂上がりにゴクッと飲みたい爽快感！クラフトノンアルなのに本格的な味わいで感動しました♪もう少しお手頃価格だったら毎週買いたいくらい美味しかったです！,本格的な味わい,価格が高く、手頃な価格設定が望まれる,入浴後,Flavor,0.99,PriceValue,1.0
474,2025-07-07 09:15:20,20s,male,self_employed,chubu,True,never,['beer' 'shochu' 'highball'],weekly,['low_sugar' 'low_carb'],maybe,300_349,4,運動後に飲みたい爽快な味わい！もう少し安ければ定期購入したいな。,爽快な味わい,価格を下げれば定期購入を検討できる,運動後,Flavor,0.95,PriceValue,0.99
475,2025-07-06 14:00:42,60plus,male,company_employee,chubu,True,daily,['chuhai' 'beer' 'cocktail'],weekly,['none'],maybe,200_249,4,夕食時に飲むのにちょうど良い味わいで、普段のビールとは一味違う楽しみ方ができました。200円台なら時々購入したいですね。,味わいがちょうど良く一味違う楽しみ方ができる,価格が200円台だと購入頻度が上がる,夕食,Flavor,0.99,PriceValue,1.0
476,2025-07-07 10:02:20,50s,male,other,kanto,False,monthly,['beer' 'wine' 'chuhai'],sometimes,['none'],maybe,250_299,4,香りが素晴らしく、仕事の合間に楽しむのにぴったりのクラフトビールでした。もう少し苦味があると個人的には完璧だと思いますが、全体的には満足できる味わいで、この価格帯なら時々購入したいと思います。,香りが素晴らしい,苦味をもう少し強くすれば完璧になると考えます,仕事の合間,Aroma,1.0,Flavor,1.0
477,2025-07-07 00:31:52,60plus,male,company_employee,kanto,False,weekly,['shochu' 'cocktail' 'beer'],sometimes,['none'],maybe,250_299,4,香りが非常に良く、ランチタイムに楽しむのにぴったりだと感じました。炭酸がもう少し控えめだとさらに飲みやすくなるかもしれませんね。この品質なら250〜299円程度であれば購入を検討したいと思います。,香りが非常に良い,炭酸の強さを抑えると飲みやすくなる,ランチ,Aroma,1.0,MouthfeelCarbonation,0.96
478,2025-07-07 17:53:28,50s,male,student,kanto,False,weekly,['highball' 'wine'],sometimes,['fitness'],def_buy,200_249,5,今回のクラフトビールは後味の良さが素晴らしく、パーティーシーンで友人と楽しむのに最適な一品でした。苦みがもう少し控えめだったら個人的には完璧だったのですが、それを差し引いても200円台の価格帯でこの品質は間違いなくリピート購入したいと思える逸品です。,後味が素晴らしい,苦味をもう少し抑えてほしい,パーティー,DrinkabilityAftertaste,1.0,Flavor,0.99
479,2025-07-07 04:38:55,30s,female,other,chugoku_shikoku,True,daily,['highball'],weekly,['liver_care' 'low_carb'],def_buy,200_249,5,肝臓ケアと糖質制限中でも罪悪感なく楽しめる価格が最高！夕食時にハイボール代わりにゴクゴク飲めて大満足、もう少し苦味が効いてたら完璧やけどね♪,価格が最高,苦味がもう少し強ければ完璧,夕食,PriceValue,1.0,Flavor,0.99
480,2025-07-07 12:57:35,30s,male,student,kinki,False,weekly,['beer' 'shochu'],sometimes,['none'],def_buy,under199,4,後味がすっきりしていて、パーティーで飲むのにぴったりな味わいでした。,後味がすっきりしている,,パーティー,DrinkabilityAftertaste,0.99,,
481,2025-07-07 18:02:10,20s,male,company_employee,kanto,True,monthly,['shochu'],sometimes,['liver_care'],def_buy,200_249,3,肝臓を気遣いながら月に数回お酒を楽しむ身としては、このクラフトビールは夕方リラックスタイムにちょうど良い味わいで、200円台なら定期的に買いたいと思える一品です。,味わいがちょうど良い,,夕方,Flavor,0.99,,
482,2025-07-06 15:09:31,50s,female,student,kanto,False,weekly,['wine' 'beer'],sometimes,['none'],maybe,under199,5,クラフトビールの味わいが素晴らしく、夕方のリラックスタイムにぴったりでした！ワインも好きですが、今回の試飲会で出会ったビールの奥深さに改めて感動しました。この価格帯でこれだけの満足感が得られるなんて嬉しい発見です。,味わいが素晴らしい,,夕方,Flavor,0.99,,
483,2025-07-07 06:32:32,30s,female,student,hokkaido_to_hoku,False,monthly,['shochu' 'highball'],sometimes,['none'],def_buy,250_299,1,今回のクラフトビールは味わいが良いと感じましたが、全体的な満足度としては期待外れでした。夕食と合わせて楽しむには物足りなさを感じ、この価格帯であればもう少し特徴的な風味や飲みごたえがあっても良いのではないかと思います。,味わいが良い,期待に対し満足度が低く風味や飲みごたえが不足している,夕食,Flavor,0.99,Flavor,0.9
484,2025-07-06 15:30:44,30s,female,student,kanto,False,monthly,['wine' 'highball' 'shochu'],first_time,['none'],no,200_249,4,運転時に楽しめるノンアルコールビールとして後味の良さが印象的でした。ワインやハイボールが好きな私でも満足できる味わいで、普段お酒を飲む機会は月に数回程度ですが、これなら気軽に楽しめそうです。価格がもう少し手頃になれば、購入も検討したいと思います。,後味が良い,価格が手頃になると購入意欲が高まる,運転時,DrinkabilityAftertaste,1.0,PriceValue,1.0
485,2025-07-06 22:40:25,30s,female,company_employee,hokkaido_to_hoku,False,monthly,['beer' 'shochu' 'chuhai'],first_time,['low_carb'],def_buy,200_249,3,仕事の合間に飲むのにちょうどいい後味だけど、もう少し炭酸が強いとスッキリ感が増して200円台でも買いたくなるかな。,後味がちょうどいい,炭酸の強さを増やすことでスッキリ感を向上させるべき,仕事の合間,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,0.99
486,2025-07-07 13:18:15,20s,female,other,chubu,False,never,['highball' 'beer' 'cocktail'],sometimes,['none'],maybe,200_249,4,苦味が少なくて後味がすっきりしてて、夕食と一緒に飲みたい感じ。炭酸がもう少し控えめだといいかも。,苦味が少なく後味がすっきり,炭酸の強さを抑えることが望ましい,夕食,DrinkabilityAftertaste,0.92,MouthfeelCarbonation,0.99
487,2025-07-07 08:54:19,60plus,male,company_employee,hokkaido_to_hoku,False,daily,['chuhai' 'beer' 'wine'],weekly,['low_sugar' 'low_carb'],unsure,250_299,3,炭酸がもう少し強ければBBQでもっと楽しめそうな味わいだけど、糖質控えめなのは嬉しいポイント。,糖質控えめ,炭酸の強さが不足している,BBQ,CaloriesCarbs,0.99,MouthfeelCarbonation,0.99
488,2025-07-07 06:43:19,20s,female,company_employee,kanto,True,weekly,['beer' 'sake'],sometimes,['low_cal' 'low_carb'],maybe,200_249,3,お風呂上がりに飲むのにちょうど良い価格帯で、コスパは満足です。ただ、苦みがもう少し控えめだと個人的には飲みやすくなるかなと思いました。,コスパが満足,苦味を抑えることで飲みやすさが向上する,お風呂上がり,PriceValue,0.99,Flavor,0.96
489,2025-07-07 05:52:37,40s,male,other,kanto,False,weekly,['highball' 'beer'],first_time,['none'],maybe,300_349,5,仕事の合間にリフレッシュするのにぴったりの低カロリービールですね！炭酸がもう少し強ければ完璧だと思いますが、それでも普段のハイボールやビールと比べても遜色ない美味しさで大満足です。このクオリティで300円台なら十分検討する価値があります。,美味しさで大満足,炭酸の強さを向上させる必要があります,仕事の合間,Flavor,0.99,MouthfeelCarbonation,0.99
490,2025-07-07 08:12:34,40s,female,no_answer,hokkaido_to_hoku,True,never,['shochu' 'sake' 'highball'],sometimes,['low_carb'],no,200_249,4,スポーツ後の爽快感を求めていたので、後味の良さは素晴らしかったです。ただ、炭酸がもう少し強ければ、より喉越しが良くなって完璧だったと思います。低糖質を意識している身としては、このような選択肢があるのは嬉しいですね。,後味が素晴らしい,炭酸の強さを増すことで喉越しが向上し製品が完璧になると考えます,スポーツ後,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,0.99
491,2025-07-06 10:57:34,40s,female,other,kanto,True,monthly,['highball' 'wine' 'chuhai'],sometimes,['low_carb'],def_buy,under199,5,夕食と一緒に楽しむのにぴったりな後味の良さ！糖質制限中でも罪悪感なく飲めるこの価格は絶対買いです！,後味が良い,,夕食,DrinkabilityAftertaste,1.0,None,1.0
492,2025-07-07 07:25:51,u19,male,homemaker,kinki,True,weekly,['shochu'],first_time,['none'],def_buy,200_249,5,お風呂上がりに最高！炭酸控えめだともっと完璧かも。,,炭酸を控えめにすれば更に完璧になると考えられます,お風呂上がり,,,MouthfeelCarbonation,1.0
493,2025-07-07 08:04:05,30s,female,company_employee,chubu,True,never,['cocktail' 'wine' 'shochu'],first_time,['doctor_advice' 'low_sugar'],no,200_249,4,お酒は飲めませんが、ランチ休憩に爽やかな味わいが楽しめて満足でした、炭酸が少し強めなのでもう少し抑えめだとより飲みやすいかも。,爽やかな味わい,炭酸が強すぎるため抑えめにすれば飲みやすくなる,ランチ,Flavor,0.99,MouthfeelCarbonation,0.96
494,2025-07-07 03:42:08,20s,male,other,kanto,False,weekly,['beer'],sometimes,['fitness'],def_buy,300_349,4,夕食と一緒に楽しむのに最適なクラフトビールで、後味の良さが特に印象的でした。炭酸がもう少し強ければさらに良かったですが、この価格帯でこの品質は十分満足できるので、また購入したいと思います。,後味が良い,炭酸の強さをもう少し増すと更に好ましい,夕食,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,1.0
495,2025-07-07 07:25:01,30s,female,company_employee,kanto,True,weekly,['wine' 'beer'],sometimes,['none'],maybe,250_299,4,香りが特に素晴らしく、運転時にも楽しめるノンアルコールビールとして満足度が高かったです。炭酸がもう少し控えめだとさらに良いかもしれません。価格も300円を切る範囲であれば購入を検討したいと思います。,香りが素晴らしい,炭酸の強さを抑えることが望ましい,運転時,Aroma,0.99,MouthfeelCarbonation,0.99
496,2025-07-07 16:09:08,50s,female,homemaker,chubu,False,weekly,['sake' 'cocktail'],weekly,['low_cal'],def_buy,250_299,2,夕方にリラックスして飲みたいと思ったのですが、炭酸が強すぎて落ち着いた気分で楽しめませんでした。パッケージデザインは素敵で目を引くものの、もう少し炭酸を抑えた低カロリーのビールがあれば、日本酒やカクテル好きの私にも合うかもしれません。,パッケージデザインが素敵で目を引く,炭酸が強すぎてリラックスできない,夕方,PackagingDesign,1.0,MouthfeelCarbonation,0.98
497,2025-07-06 23:52:56,30s,no_answer,other,kanto,False,weekly,['beer' 'highball'],sometimes,['none'],def_buy,under199,4,お風呂上がりにぴったりの爽やかな後味で、もう少し炭酸が強ければ完璧だけど、この価格なら絶対リピートしたい一品です。,爽やかな後味,炭酸の強さを増すと更に満足できる,お風呂上がり,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,0.99
498,2025-07-07 10:03:29,20s,male,company_employee,kanto,True,weekly,['highball' 'sake'],sometimes,['none'],unsure,200_249,2,仕事の合間に飲むには高すぎる。,,価格が高すぎる,仕事の合間,,,PriceValue,1.0
499,2025-07-06 19:26:58,50s,male,company_employee,chubu,True,weekly,['chuhai'],first_time,['low_cal' 'low_carb'],unsure,300_349,4,香りが良くて仕事の合間に楽しめそうだけど、もう少し価格が安ければ定期的に購入したいな。,香りが良い,価格が高いため定期購入が難しい,仕事の合間,Aroma,1.0,PriceValue,0.99
500,2025-07-07 05:40:36,40s,female,company_employee,kanto,False,weekly,['beer'],sometimes,['low_carb' 'low_cal'],maybe,250_299,5,香りの豊かさに感動しました！お風呂上がりにゆっくり味わいたい、そんな贅沢なひとときにぴったりのクラフトビールでした。もう少しお手頃な価格だったら定期的に楽しめるのになと思いますが、この香りの素晴らしさは特別な日の楽しみとして十分価値があります。,香りが豊か,価格がもう少し手頃であれば定期的に利用できる,お風呂上がり,Aroma,1.0,PriceValue,0.99
501,2025-07-06 20:42:23,40s,male,other,hokkaido_to_hoku,False,never,['beer' 'highball' 'sake'],first_time,['fitness' 'low_sugar'],maybe,200_249,4,普段はお酒を飲まない方ですが、このノンアルコールビールは後味が良く満足度も高いです。夕食時に楽しむのにぴったりで、もう少し苦味があればさらに本格的な味わいになるかもしれません。200円台の価格帯なら検討したいと思います。,後味が良い,苦味を増やすと本格的な味わいが期待できる,夕食,DrinkabilityAftertaste,1.0,Flavor,0.99
502,2025-07-07 06:54:52,40s,female,company_employee,kanto,True,monthly,['highball' 'chuhai' 'wine'],weekly,['fitness' 'low_sugar'],maybe,200_249,3,運転する日でも楽しめるノンアルコールビールとしては価格が手頃で良かったですが、炭酸がもう少し控えめだと飲みやすさが増すかなと思いました。フィットネスを意識している身としては糖質控えめな点も評価できるので、炭酸の強さが調整されれば定期的に購入を検討したいです。,価格が手頃で糖質控えめ,炭酸の強さを抑えて飲みやすさを向上させるべき,運転前,PriceValue,0.9,MouthfeelCarbonation,0.95
503,2025-07-07 18:02:53,30s,male,company_employee,kanto,False,weekly,['highball'],sometimes,['fitness'],def_buy,200_249,5,パッケージのデザインが最高にカッコよくて、食事と一緒に楽しむのが待ち遠しい！もう少しお手頃価格だったら毎週買っちゃうな！,パッケージのデザインが最高にカッコいい,価格をもう少し手頃にすれば継続的に購入できる,食事,PackagingDesign,1.0,PriceValue,0.99
504,2025-07-07 01:19:44,30s,male,other,kanto,True,daily,['beer' 'wine'],first_time,['doctor_advice' 'low_carb'],unsure,300_349,5,味わい最高！夕食と合わせて飲みたいけど、もう少しお手頃価格だったら毎日の楽しみになるな。,味わいが最高,価格がもう少し手頃であれば日常的に利用できる,夕食,Flavor,0.99,PriceValue,0.99
505,2025-07-07 18:55:23,30s,male,company_employee,chubu,False,weekly,['chuhai' 'highball'],sometimes,['none'],unsure,200_249,4,味わいは素晴らしかったけど、もう少し炭酸が強ければパーティーシーンで盛り上がりそう、200円台なら検討するかも。,味わいが素晴らしい,炭酸の強さを増す必要がある,パーティー,Flavor,0.99,MouthfeelCarbonation,1.0
506,2025-07-07 11:29:25,20s,male,other,kinki,False,never,['chuhai'],first_time,['low_sugar' 'low_carb'],maybe,200_249,4,お風呂上がりにぴったりの爽やかな味わいで、ノンアルコールなのに満足感がありました。糖質や炭水化物が控えめなのも嬉しいポイントです。200円台なら気軽に購入したいと思います。,爽やかな味わいで満足感がある,価格が200円台に抑えられると購入しやすくなる,お風呂上がり,Flavor,0.99,PriceValue,0.99
507,2025-07-07 18:40:11,30s,male,company_employee,kyushu_okinawa,False,weekly,['beer'],weekly,['low_cal'],maybe,200_249,5,低カロリーなのに味わい深く、お風呂上がりにぴったりの一杯でした！炭酸がもう少し控えめだとさらに飲みやすくなると思いますが、このクオリティで200円台なら十分満足です。九州の暑い夏にも最高のリフレッシュになりそうです。,低カロリーなのに味わい深い,炭酸の強さを抑えることで飲みやすさが向上する,お風呂上がり,CaloriesCarbs,0.95,MouthfeelCarbonation,0.95
508,2025-07-07 18:14:04,20s,female,student,kanto,False,daily,['beer' 'highball'],first_time,['low_cal'],def_buy,300_349,5,普段からビールを楽しむ私にとって、このクラフトノンアルコールビールは衝撃的な美味しさでした！低カロリーなのに本格的な味わいが楽しめて、夕食と一緒に毎日でも飲みたくなる満足感があります。炭酸がもう少し強ければ完璧ですが、このクオリティで300円台なら絶対リピートします。,本格的な味わいが楽しめる,炭酸の強さを向上させる必要があります,夕食,Flavor,0.99,MouthfeelCarbonation,0.99
509,2025-07-06 17:23:46,20s,female,company_employee,kanto,False,daily,['cocktail'],sometimes,['none'],def_buy,250_299,3,仕事の合間に飲むには爽やかな味わいで良かったけど、もう少し苦みが抑えめだと毎日でも飲みたくなるかも。,爽やかな味わい,苦味が強すぎるため抑えてほしい,仕事の合間,Flavor,0.99,Flavor,0.99
510,2025-07-06 22:52:42,40s,female,company_employee,kanto,False,daily,['chuhai' 'highball'],sometimes,['fitness' 'low_carb'],unsure,250_299,5,スッキリした後味が最高！運動後に飲みたいけど、もう少し炭酸強めだと完璧かも。,スッキリした後味が最高,炭酸の強さを増すと更に満足できる,運動後,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,0.99
511,2025-07-06 11:17:50,60plus,female,student,kanto,True,monthly,['beer'],first_time,['low_sugar' 'low_carb'],maybe,250_299,3,パッケージデザインが素敵で夕食時に楽しめそうだけど、味はもう少し期待していたかも、でも糖質控えめなのは嬉しいポイント。,糖質控えめ,味が期待に満たない,夕食,CaloriesCarbs,0.99,Flavor,0.99
512,2025-07-06 11:24:47,30s,male,student,kanto,False,weekly,['shochu' 'cocktail' 'chuhai'],sometimes,['liver_care' 'low_sugar'],unsure,300_349,5,仕事の合間に一息つくのにぴったりの味わい深さ！特に甘さ控えめなところが肝臓ケア中の私にとって嬉しいポイントです。苦みがもう少し抑えめだったら完璧なのですが、それを差し引いても素晴らしい一杯でした。,甘さ控えめで味わい深い,苦味をもう少し抑えると完璧,仕事の合間,Flavor,0.99,Flavor,0.99
513,2025-07-07 01:16:37,60plus,male,company_employee,chubu,False,weekly,['wine'],sometimes,['none'],unsure,250_299,3,低カロリーなのが良かったです。ワイン好きの私にとって、夕方にリラックスして楽しめる味わいでした。価格も手頃で、時々は飲んでみたいと思います。,低カロリーが良い,,夕方,CaloriesCarbs,0.99,None,1.0
514,2025-07-07 14:30:06,30s,female,student,kanto,True,weekly,['highball' 'shochu'],weekly,['low_cal' 'low_carb'],def_buy,250_299,4,夕食時に楽しめるクラフトビールの味わいが素晴らしく、特にハイボールや焼酎が好きな私でも満足できる風味でした。低カロリー・低糖質を意識している身としては嬉しい選択肢で、週に一度の楽しみとして250〜299円程度なら定期的に購入したいと思います。,味わいが素晴らしい,,夕食,Flavor,0.99,,
515,2025-07-07 08:01:33,30s,female,company_employee,hokkaido_to_hoku,False,monthly,['cocktail' 'highball'],sometimes,['low_cal' 'fitness'],def_buy,200_249,3,運動後に飲みたくなる爽やかな味わいで気に入ったけど、もう少しお手頃な価格だったら嬉しいな。,爽やかな味わい,価格をもう少し手頃にして欲しい,運動後,Flavor,0.99,PriceValue,0.99
516,2025-07-07 12:41:59,20s,male,homemaker,chugoku_shikoku,True,weekly,['beer' 'highball'],sometimes,['low_carb'],def_buy,200_249,3,炭酸がもう少し強いと夕食に合わせて楽しめそう、低カロリーなのは嬉しい。,低カロリーが嬉しい,炭酸の強さを増すことで夕食時の飲用が可能になる,夕食,CaloriesCarbs,1.0,MouthfeelCarbonation,0.95
517,2025-07-06 12:41:24,30s,female,company_employee,kinki,False,monthly,['beer'],sometimes,['none'],def_buy,200_249,3,カロリー控えめなのが嬉しく、夕方リラックスタイムに楽しめそうなビールでした。この価格なら定期的に買いたいです。,カロリーが控えめで価格が手頃,,夕方,CaloriesCarbs,0.9,,1.0
518,2025-07-06 19:37:18,60plus,female,company_employee,kanto,False,weekly,['highball' 'shochu'],sometimes,['none'],maybe,250_299,5,今回のクラフトビールは味わいが素晴らしく、特に炭酸がもう少し強ければ完璧だったと思います！ハイボールや焼酎が好きな私でも大満足の味わいで、運転しない日の週末に楽しむのにぴったり。この価格帯なら時々購入したいですね。,味わいが素晴らしい,炭酸の強さが不足している,週末,Flavor,0.99,MouthfeelCarbonation,1.0
519,2025-07-06 10:54:22,30s,male,self_employed,kanto,False,weekly,['none' 'beer' 'wine'],sometimes,['low_carb'],maybe,200_249,4,糖質制限中でも楽しめる低カロリーな味わいが素晴らしく、運転時にも気兼ねなく飲めるのが嬉しいです。炭酸がもう少し強ければ、より爽快感が増すかなと思いました。200円台前半の価格帯なら定期的に購入したいですね。,低カロリーな味わいが素晴らしい,炭酸の強さを増やすことで爽快感を向上させてほしい,運転時,CaloriesCarbs,0.95,MouthfeelCarbonation,0.99
520,2025-07-07 16:22:36,20s,male,company_employee,kanto,False,daily,['cocktail' 'highball' 'beer'],sometimes,['none'],unsure,200_249,4,夕食時に楽しめるクラフトビールの味わいが印象的でした。日常的にお酒を飲む機会が多い中で、カクテルやハイボールも好きですが、今回のビールは特に味のバランスが良く満足できる一品でした。,味のバランスが良い,,夕食,Flavor,0.99,,
